HB_DE_Search,GBP,4069620,HB,Brand,BingBrandDeskHBDE
HB_DE_Search,GBP,4069620,HB,Competitors,BingCompetitorsDeskHBDE
HB_DE_Search,GBP,4069620,HB,Destinations,BingDestinationsDeskHBDE
HB_DE_Search,GBP,4069620,HB,DSA,BingDSADeskHBDE
HB_DE_Search,GBP,4069620,HB,Generics,BingGenericsDeskHBDE
HB_DE_Search,GBP,4069620,HB,TD,BingTDDeskHBDE
HB_DE_Search,GBP,4069620,HB,Brand,BingBrandMobHBDE
HB_DE_Search,GBP,4069620,HB,Competitors,BingCompetitorsMobHBDE
HB_DE_Search,GBP,4069620,HB,Destinations,BingDestinationsMobHBDE
HB_DE_Search,GBP,4069620,HB,DSA,BingDSAMobHBDE
HB_DE_Search,GBP,4069620,HB,Generics,BingGenericsMobHBDE
HB_DE_Search,GBP,4069620,HB,TD,BingTDMobHBDE
HB_EN_Search_EMEA,GBP,4069616,HB,Brand,BingEMEABrandDeskHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Competitors,BingEMEACompetitorsDeskHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Destinations,BingEMEADestinationsDeskHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,DSA,BingEMEADSADeskHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Generics,BingEMEAGenericsDeskHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,TD,BingEMEATDDeskHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Brand,BingEMEABrandMobHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Competitors,BingEMEACompetitorsMobHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Destinations,BingEMEADestinationsMobHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,DSA,BingEMEADSAMobHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,Generics,BingEMEAGenericsMobHBEN
HB_EN_Search_EMEA,GBP,4069616,HB,TD,BingEMEATDMobHBEN
HB_EN_Search_Global,GBP,4069616,HB,Brand,BingGlobalBrandDeskHBEN
HB_EN_Search_Global,GBP,4069616,HB,Competitors,BingGlobalCompetitorsDeskHBEN
HB_EN_Search_Global,GBP,4069616,HB,Destinations,BingGlobalDestinationsDeskHBEN
HB_EN_Search_Global,GBP,4069616,HB,DSA,BingGlobalDSADeskHBEN
HB_EN_Search_Global,GBP,4069616,HB,Generics,BingGlobalGenericsDeskHBEN
HB_EN_Search_Global,GBP,4069616,HB,TD,BingGlobalTDDeskHBEN
HB_EN_Search_Global,GBP,4069616,HB,Brand,BingGlobalBrandMobHBEN
HB_EN_Search_Global,GBP,4069616,HB,Competitors,BingGlobalCompetitorsMobHBEN
HB_EN_Search_Global,GBP,4069616,HB,Destinations,BingGlobalDestinationsMobHBEN
HB_EN_Search_Global,GBP,4069616,HB,DSA,BingGlobalDSAMobHBEN
HB_EN_Search_Global,GBP,4069616,HB,Generics,BingGlobalGenericsMobHBEN
HB_EN_Search_Global,GBP,4069616,HB,TD,BingGlobalTDMobHBEN
HB_EN_Search_Oceania,GBP,4069616,HB,Brand,BingOceaniaBrandDeskHBEN
